stimId,count,mean,std,min,25%,50%,75%,max
A1,31.0,4.161290322580645,2.0016122533855616,0.0,2.5,5.0,6.0,6.0
A2,31.0,4.032258064516129,1.722089253740776,0.9999999999999998,3.0,4.0,5.5,6.0
A3,31.0,4.67741935483871,1.3996927466219993,0.9999999999999998,3.5,5.0,6.0,6.0
A4,31.0,5.096774193548387,1.075634346472735,3.0,4.5,5.0,6.0,6.0
A5,31.0,4.774193548387097,1.3591584999392048,0.9999999999999998,4.0,5.0,6.0,6.0
