stimId,count,mean,std,min,25%,50%,75%,max
A1,33.0,4.515151515151516,1.804875551825044,0.9999999999999998,3.0,5.0,6.0,6.0
A2,33.0,4.757575757575758,1.4148830126176297,0.9999999999999998,4.0,5.0,6.0,6.0
A3,33.0,4.363636363636363,1.7821718109195768,0.0,3.0,5.0,6.0,6.0
A4,33.0,4.424242424242424,1.541717853368099,0.0,3.0,4.0,6.0,6.0
A5,33.0,4.545454545454546,1.5829345590332589,0.9999999999999998,4.0,5.0,6.0,6.0
