,preSlopes Mean,preSlopes std,postSlopes Mean,postSlopes std,ttest stat,pval,numsubs
0,0.9167403953529059,1.7692334952891122,-0.9754760799786306,2.134666671799921,4.489033204846878,9.816388192317025e-05,31
