trial,block,stimId1,stimID2,category1,category2,response,rt,condition,id,phase
11,4,B650,A50,Beta,Alpha,0.9999999999999998,1755,3,12201,similarity
12,4,B650,B850,Beta,Beta,3.0,2873,3,12201,similarity
13,4,B650,B750,Beta,Beta,4.0,2396,3,12201,similarity
14,4,B650,C1450,Beta,Gamma,0.9999999999999998,3088,3,12201,similarity
6,5,A350,A250,Alpha,Alpha,4.0,2060,3,12201,similarity
7,5,A350,B550,Alpha,Beta,4.0,1753,3,12201,similarity
8,5,A350,C1150,Alpha,Gamma,2.0,2052,3,12201,similarity
9,5,A350,A150,Alpha,Alpha,4.0,1939,3,12201,similarity
10,5,A350,A450,Alpha,Alpha,4.0,1066,3,12201,similarity
11,5,A350,A50,Alpha,Alpha,2.0,1940,3,12201,similarity
12,5,A350,B850,Alpha,Beta,2.0,4323,3,12201,similarity
13,5,A350,B750,Alpha,Beta,2.0,1019,3,12201,similarity
14,5,A350,C1450,Alpha,Gamma,0.9999999999999998,2130,3,12201,similarity
7,6,A250,B550,Alpha,Beta,2.0,2211,3,12201,similarity
8,6,A250,C1150,Alpha,Gamma,2.0,2835,3,12201,similarity
9,6,A250,A150,Alpha,Alpha,4.0,1965,3,12201,similarity
10,6,A250,A450,Alpha,Alpha,3.0,2946,3,12201,similarity
11,6,A250,A50,Alpha,Alpha,2.0,2149,3,12201,similarity
12,6,A250,B850,Alpha,Beta,2.0,1042,3,12201,similarity
13,6,A250,B750,Alpha,Beta,2.0,516,3,12201,similarity
14,6,A250,C1450,Alpha,Gamma,0.9999999999999998,3256,3,12201,similarity
8,7,B550,C1150,Beta,Gamma,3.0,8229,3,12201,similarity
9,7,B550,A150,Beta,Alpha,3.0,929,3,12201,similarity
10,7,B550,A450,Beta,Alpha,5.0,3857,3,12201,similarity
11,7,B550,A50,Beta,Alpha,0.9999999999999998,2011,3,12201,similarity
12,7,B550,B850,Beta,Beta,3.0,3083,3,12201,similarity
13,7,B550,B750,Beta,Beta,3.0,720,3,12201,similarity
14,7,B550,C1450,Beta,Gamma,3.0,531,3,12201,similarity
9,8,C1150,A150,Gamma,Alpha,2.0,3331,3,12201,similarity
10,8,C1150,A450,Gamma,Alpha,2.0,1130,3,12201,similarity
11,8,C1150,A50,Gamma,Alpha,0.0,2114,3,12201,similarity
12,8,C1150,B850,Gamma,Beta,4.0,2074,3,12201,similarity
13,8,C1150,B750,Gamma,Beta,4.0,556,3,12201,similarity
14,8,C1150,C1450,Gamma,Gamma,5.0,1791,3,12201,similarity
10,9,A150,A450,Alpha,Alpha,2.0,1899,3,12201,similarity
11,9,A150,A50,Alpha,Alpha,4.0,2067,3,12201,similarity
12,9,A150,B850,Alpha,Beta,0.9999999999999998,6554,3,12201,similarity
13,9,A150,B750,Alpha,Beta,0.9999999999999998,1203,3,12201,similarity
14,9,A150,C1450,Alpha,Gamma,0.0,4907,3,12201,similarity
11,10,A450,A50,Alpha,Alpha,0.9999999999999998,2113,3,12201,similarity
12,10,A450,B850,Alpha,Beta,3.0,3283,3,12201,similarity
13,10,A450,B750,Alpha,Beta,3.0,905,3,12201,similarity
14,10,A450,C1450,Alpha,Gamma,0.9999999999999998,2826,3,12201,similarity
12,11,A50,B850,Alpha,Beta,0.9999999999999998,1924,3,12201,similarity
13,11,A50,B750,Alpha,Beta,0.0,1783,3,12201,similarity
14,11,A50,C1450,Alpha,Gamma,0.0,779,3,12201,similarity
13,12,B850,B750,Beta,Beta,5.0,2234,3,12201,similarity
14,12,B850,C1450,Beta,Gamma,3.0,2563,3,12201,similarity
14,13,B750,C1450,Beta,Gamma,2.0,1363,3,12201,similarity
1,0,A150,A450,Alpha,Alpha,0.9999999999999998,10649,3,12135,similarity
2,0,A150,C1450,Alpha,Gamma,0.0,2880,3,12135,similarity
3,0,A150,B750,Alpha,Beta,0.0,3010,3,12135,similarity
4,0,A150,B550,Alpha,Beta,0.9999999999999998,3235,3,12135,similarity
5,0,A150,A350,Alpha,Alpha,4.0,4331,3,12135,similarity
6,0,A150,C1050,Alpha,Gamma,0.0,6505,3,12135,similarity
7,0,A150,C1150,Alpha,Gamma,0.0,2410,3,12135,similarity
8,0,A150,A250,Alpha,Alpha,5.0,4987,3,12135,similarity
9,0,A150,B950,Alpha, Beta,0.0,4779,3,12135,similarity
10,0,A150,B650,Alpha,Beta,0.9999999999999998,6458,3,12135,similarity
11,0,A150,C1250,Alpha,Gamma,0.0,2340,3,12135,similarity
12,0,A150,B850,Alpha,Beta,2.0,8483,3,12135,similarity
13,0,A150,C1350,Alpha,Gamma,0.0,2888,3,12135,similarity
14,0,A150,A50,Alpha,Alpha,5.0,9067,3,12135,similarity
2,1,A450,C1450,Alpha,Gamma,4.0,4994,3,12135,similarity
3,1,A450,B750,Alpha,Beta,5.0,5146,3,12135,similarity
4,1,A450,B550,Alpha,Beta,6.0,3498,3,12135,similarity
5,1,A450,A350,Alpha,Alpha,6.0,2717,3,12135,similarity
6,1,A450,C1050,Alpha,Gamma,2.0,6876,3,12135,similarity
7,1,A450,C1150,Alpha,Gamma,0.9999999999999998,10699,3,12135,similarity
8,1,A450,A250,Alpha,Alpha,4.0,12827,3,12135,similarity
9,1,A450,B950,Alpha, Beta,0.9999999999999998,10658,3,12135,similarity
10,1,A450,B650,Alpha,Beta,4.0,6202,3,12135,similarity
11,1,A450,C1250,Alpha,Gamma,0.9999999999999998,5585,3,12135,similarity
12,1,A450,B850,Alpha,Beta,2.0,3033,3,12135,similarity
13,1,A450,C1350,Alpha,Gamma,0.9999999999999998,2627,3,12135,similarity
14,1,A450,A50,Alpha,Alpha,2.0,15858,3,12135,similarity
3,2,C1450,B750,Gamma,Beta,3.0,15347,3,12135,similarity
4,2,C1450,B550,Gamma,Beta,4.0,2834,3,12135,similarity
5,2,C1450,A350,Gamma,Alpha,0.9999999999999998,7411,3,12135,similarity
6,2,C1450,C1050,Gamma,Gamma,5.0,5410,3,12135,similarity
7,2,C1450,C1150,Gamma,Gamma,5.0,5226,3,12135,similarity
8,2,C1450,A250,Gamma,Alpha,0.9999999999999998,5281,3,12135,similarity
9,2,C1450,B950,Gamma, Beta,4.0,6242,3,12135,similarity
10,2,C1450,B650,Gamma,Beta,3.0,2561,3,12135,similarity
11,2,C1450,C1250,Gamma,Gamma,6.0,3531,3,12135,similarity
12,2,C1450,B850,Gamma,Beta,5.0,4475,3,12135,similarity
13,2,C1450,C1350,Gamma,Gamma,6.0,2020,3,12135,similarity
14,2,C1450,A50,Gamma,Alpha,0.0,3434,3,12135,similarity
4,3,B750,B550,Beta,Beta,3.0,7043,3,12135,similarity
5,3,B750,A350,Beta,Alpha,2.0,2878,3,12135,similarity
6,3,B750,C1050,Beta,Gamma,4.0,5259,3,12135,similarity
7,3,B750,C1150,Beta,Gamma,4.0,2255,3,12135,similarity
8,3,B750,A250,Beta,Alpha,2.0,3668,3,12135,similarity
9,3,B750,B950,Beta, Beta,5.0,3091,3,12135,similarity
10,3,B750,B650,Beta,Beta,6.0,6731,3,12135,similarity
11,3,B750,C1250,Beta,Gamma,4.0,2707,3,12135,similarity
12,3,B750,B850,Beta,Beta,6.0,2723,3,12135,similarity
13,3,B750,C1350,Beta,Gamma,4.0,6347,3,12135,similarity
14,3,B750,A50,Beta,Alpha,0.9999999999999998,2195,3,12135,similarity
5,4,B550,A350,Beta,Alpha,2.0,10370,3,12135,similarity
6,4,B550,C1050,Beta,Gamma,0.9999999999999998,4371,3,12135,similarity
7,4,B550,C1150,Beta,Gamma,0.9999999999999998,5620,3,12135,similarity
8,4,B550,A250,Beta,Alpha,2.0,4113,3,12135,similarity
9,4,B550,B950,Beta, Beta,2.0,12090,3,12135,similarity
10,4,B550,B650,Beta,Beta,5.0,4044,3,12135,similarity
11,4,B550,C1250,Beta,Gamma,0.9999999999999998,5836,3,12135,similarity
12,4,B550,B850,Beta,Beta,2.0,9546,3,12135,similarity
13,4,B550,C1350,Beta,Gamma,0.9999999999999998,4321,3,12135,similarity
14,4,B550,A50,Beta,Alpha,0.0,7835,3,12135,similarity
6,5,A350,C1050,Alpha,Gamma,0.0,3907,3,12135,similarity
7,5,A350,C1150,Alpha,Gamma,0.9999999999999998,3818,3,12135,similarity
8,5,A350,A250,Alpha,Alpha,5.0,5040,3,12135,similarity
9,5,A350,B950,Alpha, Beta,3.0,5459,3,12135,similarity
10,5,A350,B650,Alpha,Beta,2.0,7345,3,12135,similarity
11,5,A350,C1250,Alpha,Gamma,0.9999999999999998,7388,3,12135,similarity
12,5,A350,B850,Alpha,Beta,2.0,2139,3,12135,similarity
13,5,A350,C1350,Alpha,Gamma,0.9999999999999998,3521,3,12135,similarity
14,5,A350,A50,Alpha,Alpha,2.0,4258,3,12135,similarity
7,6,C1050,C1150,Gamma,Gamma,6.0,3771,3,12135,similarity
8,6,C1050,A250,Gamma,Alpha,0.9999999999999998,9605,3,12135,similarity
9,6,C1050,B950,Gamma, Beta,5.0,4770,3,12135,similarity
10,6,C1050,B650,Gamma,Beta,4.0,3666,3,12135,similarity
11,6,C1050,C1250,Gamma,Gamma,5.0,2091,3,12135,similarity
12,6,C1050,B850,Gamma,Beta,5.0,2015,3,12135,similarity
13,6,C1050,C1350,Gamma,Gamma,5.0,2082,3,12135,similarity
14,6,C1050,A50,Gamma,Alpha,0.0,3194,3,12135,similarity
8,7,C1150,A250,Gamma,Alpha,0.9999999999999998,2532,3,12135,similarity
9,7,C1150,B950,Gamma, Beta,5.0,3020,3,12135,similarity
10,7,C1150,B650,Gamma,Beta,4.0,2266,3,12135,similarity
11,7,C1150,C1250,Gamma,Gamma,6.0,2787,3,12135,similarity
12,7,C1150,B850,Gamma,Beta,5.0,4023,3,12135,similarity
13,7,C1150,C1350,Gamma,Gamma,6.0,2243,3,12135,similarity
14,7,C1150,A50,Gamma,Alpha,0.0,2606,3,12135,similarity
9,8,A250,B950,Alpha, Beta,2.0,4883,3,12135,similarity
10,8,A250,B650,Alpha,Beta,3.0,2369,3,12135,similarity
11,8,A250,C1250,Alpha,Gamma,0.9999999999999998,3507,3,12135,similarity
12,8,A250,B850,Alpha,Beta,2.0,2090,3,12135,similarity
13,8,A250,C1350,Alpha,Gamma,0.9999999999999998,2578,3,12135,similarity
14,8,A250,A50,Alpha,Alpha,3.0,4481,3,12135,similarity
10,9,B950,B650, Beta,Beta,4.0,9020,3,12135,similarity
11,9,B950,C1250, Beta,Gamma,5.0,2442,3,12135,similarity
12,9,B950,B850, Beta,Beta,6.0,2346,3,12135,similarity
13,9,B950,C1350, Beta,Gamma,5.0,2235,3,12135,similarity
14,9,B950,A50, Beta,Alpha,0.0,3915,3,12135,similarity
11,10,B650,C1250,Beta,Gamma,3.0,2539,3,12135,similarity
12,10,B650,B850,Beta,Beta,3.0,1394,3,12135,similarity
13,10,B650,C1350,Beta,Gamma,2.0,4587,3,12135,similarity
14,10,B650,A50,Beta,Alpha,0.0,3003,3,12135,similarity
12,11,C1250,B850,Gamma,Beta,4.0,3747,3,12135,similarity
13,11,C1250,C1350,Gamma,Gamma,6.0,2115,3,12135,similarity
14,11,C1250,A50,Gamma,Alpha,0.0,2433,3,12135,similarity
13,12,B850,C1350,Beta,Gamma,4.0,6820,3,12135,similarity
14,12,B850,A50,Beta,Alpha,0.0,2724,3,12135,similarity
14,13,C1350,A50,Gamma,Alpha,0.0,1771,3,12135,similarity
1,0,B850,A350,Alpha,Alpha,0.0,9633,3,12274,similarity
2,0,B850,C1450,Beta,Gamma,5.0,4310,3,12274,similarity
3,0,B850,C1050,Beta,Gamma,5.0,11417,3,12274,similarity
4,0,B850,B750,Beta,Beta,6.0,4845,3,12274,similarity
5,0,B850,C1350,Beta,Gamma,5.0,3659,3,12274,similarity
6,0,B850,A450,Beta,Alpha,0.0,4962,3,12274,similarity
7,0,B850,C1250,Beta,Gamma,5.0,2762,3,12274,similarity
8,0,B850,B950,Beta, Beta,6.0,4763,3,12274,similarity
9,0,B850,C1150,Beta,Gamma,5.0,4522,3,12274,similarity
10,0,B850,A50,Beta,Alpha,0.0,3835,3,12274,similarity
11,0,B850,A250,Beta,Alpha,0.0,11844,3,12274,similarity
12,0,B850,B650,Beta,Beta,3.0,8165,3,12274,similarity
13,0,B850,A150,Beta,Alpha,0.0,8269,3,12274,similarity
14,0,B850,B550,Beta,Beta,3.0,4151,3,12274,similarity
2,1,A350,C1450,Alpha,Gamma,2.0,18204,3,12274,similarity
3,1,A350,C1050,Alpha,Gamma,3.0,6307,3,12274,similarity
4,1,A350,B750,Alpha,Beta,5.0,9194,3,12274,similarity
5,1,A350,C1350,Alpha,Gamma,2.0,5615,3,12274,similarity
6,1,A350,A450,Alpha,Alpha,6.0,3483,3,12274,similarity
7,1,A350,C1250,Alpha,Gamma,3.0,4703,3,12274,similarity
8,1,A350,B950,Alpha, Beta,3.0,3554,3,12274,similarity
9,1,A350,C1150,Alpha,Gamma,3.0,5074,3,12274,similarity
10,1,A350,A50,Alpha,Alpha,2.0,5322,3,12274,similarity
11,1,A350,A250,Alpha,Alpha,3.0,5461,3,12274,similarity
12,1,A350,B650,Alpha,Beta,3.0,13606,3,12274,similarity
13,1,A350,A150,Alpha,Alpha,3.0,2700,3,12274,similarity
14,1,A350,B550,Alpha,Beta,6.0,9896,3,12274,similarity
3,2,C1450,C1050,Gamma,Gamma,6.0,2078,3,12274,similarity
4,2,C1450,B750,Gamma,Beta,5.0,2508,3,12274,similarity
5,2,C1450,C1350,Gamma,Gamma,6.0,2006,3,12274,similarity
6,2,C1450,A450,Gamma,Alpha,3.0,3890,3,12274,similarity
7,2,C1450,C1250,Gamma,Gamma,6.0,1794,3,12274,similarity
8,2,C1450,B950,Gamma, Beta,5.0,1882,3,12274,similarity
9,2,C1450,C1150,Gamma,Gamma,6.0,1898,3,12274,similarity
10,2,C1450,A50,Gamma,Alpha,0.0,2956,3,12274,similarity
11,2,C1450,A250,Gamma,Alpha,0.0,1156,3,12274,similarity
12,2,C1450,B650,Gamma,Beta,3.0,4555,3,12274,similarity
13,2,C1450,A150,Gamma,Alpha,0.0,2902,3,12274,similarity
14,2,C1450,B550,Gamma,Beta,3.0,4113,3,12274,similarity
4,3,C1050,B750,Gamma,Beta,5.0,3836,3,12274,similarity
5,3,C1050,C1350,Gamma,Gamma,6.0,2236,3,12274,similarity
6,3,C1050,A450,Gamma,Alpha,3.0,9233,3,12274,similarity
7,3,C1050,C1250,Gamma,Gamma,6.0,3344,3,12274,similarity
8,3,C1050,B950,Gamma, Beta,6.0,1123,3,12274,similarity
9,3,C1050,C1150,Gamma,Gamma,6.0,1220,3,12274,similarity
10,3,C1050,A50,Gamma,Alpha,0.0,2921,3,12274,similarity
11,3,C1050,A250,Gamma,Alpha,2.0,3771,3,12274,similarity
12,3,C1050,B650,Gamma,Beta,5.0,2835,3,12274,similarity
13,3,C1050,A150,Gamma,Alpha,0.9999999999999998,7371,3,12274,similarity
14,3,C1050,B550,Gamma,Beta,4.0,9763,3,12274,similarity
5,4,B750,C1350,Beta,Gamma,5.0,2890,3,12274,similarity
6,4,B750,A450,Beta,Alpha,4.0,7326,3,12274,similarity
7,4,B750,C1250,Beta,Gamma,5.0,17931,3,12274,similarity
8,4,B750,B950,Beta, Beta,6.0,3564,3,12274,similarity
9,4,B750,C1150,Beta,Gamma,6.0,1056,3,12274,similarity
10,4,B750,A50,Beta,Alpha,0.0,4570,3,12274,similarity
11,4,B750,A250,Beta,Alpha,3.0,2618,3,12274,similarity
12,4,B750,B650,Beta,Beta,3.0,9611,3,12274,similarity
13,4,B750,A150,Beta,Alpha,2.0,4656,3,12274,similarity
14,4,B750,B550,Beta,Beta,3.0,2980,3,12274,similarity
6,5,C1350,A450,Gamma,Alpha,2.0,8255,3,12274,similarity
7,5,C1350,C1250,Gamma,Gamma,6.0,1803,3,12274,similarity
8,5,C1350,B950,Gamma, Beta,6.0,3424,3,12274,similarity
9,5,C1350,C1150,Gamma,Gamma,6.0,1006,3,12274,similarity
