trial,block,stimId,category,response,accuracy,rt,condition,id,phase
1,1,A150,Alpha,Alpha,True,1461,2,12188,trainPhase
2,1,A350,Alpha,Alpha,True,1316,2,12188,trainPhase
3,1,B950,Beta,Beta,True,1260,2,12188,trainPhase
4,1,B750,Beta,Beta,True,965,2,12188,trainPhase
5,1,B850,Beta,Beta,True,935,2,12188,trainPhase
6,1,C1450,Gamma,Gamma,True,1069,2,12188,trainPhase
7,1,A250,Alpha,Alpha,True,1356,2,12188,trainPhase
8,1,C1350,Gamma,Gamma,True,1194,2,12188,trainPhase
9,1,C1050,Gamma,Gamma,True,2725,2,12188,trainPhase
10,1,B550,Beta,Beta,True,704,2,12188,trainPhase
11,1,C1150,Gamma,Gamma,True,2033,2,12188,trainPhase
12,1,A450,Alpha,Alpha,True,2563,2,12188,trainPhase
13,1,C1250,Gamma,Gamma,True,1090,2,12188,trainPhase
14,1,B650,Beta,Beta,True,821,2,12188,trainPhase
0,2,C1250,Gamma,Gamma,True,1282,2,12188,trainPhase
1,2,B550,Beta,Beta,True,2546,2,12188,trainPhase
2,2,B950,Beta,Beta,True,1905,2,12188,trainPhase
3,2,A50,Alpha,Alpha,True,1376,2,12188,trainPhase
4,2,B750,Beta,Beta,True,1284,2,12188,trainPhase
5,2,A450,Alpha,Beta,False,833,2,12188,trainPhase
6,2,A350,Alpha,Alpha,True,1096,2,12188,trainPhase
7,2,A250,Alpha,Alpha,True,1091,2,12188,trainPhase
8,2,C1150,Gamma,Gamma,True,3750,2,12188,trainPhase
9,2,A150,Alpha,Alpha,True,1208,2,12188,trainPhase
10,2,B650,Beta,Beta,True,885,2,12188,trainPhase
11,2,C1050,Gamma,Beta,False,1557,2,12188,trainPhase
12,2,C1450,Gamma,Gamma,True,1134,2,12188,trainPhase
13,2,B850,Beta,Beta,True,2504,2,12188,trainPhase
14,2,C1350,Gamma,Gamma,True,1244,2,12188,trainPhase
0,3,B750,Beta,Beta,True,2293,2,12188,trainPhase
1,3,B650,Beta,Beta,True,1980,2,12188,trainPhase
2,3,B850,Beta,Beta,True,1064,2,12188,trainPhase
3,3,C1150,Gamma,Gamma,True,921,2,12188,trainPhase
4,3,A250,Alpha,Alpha,True,1076,2,12188,trainPhase
5,3,C1050,Gamma,Gamma,True,1799,2,12188,trainPhase
6,3,B550,Beta,Beta,True,771,2,12188,trainPhase
7,3,A350,Alpha,Alpha,True,2239,2,12188,trainPhase
8,3,C1250,Gamma,Gamma,True,985,2,12188,trainPhase
9,3,C1350,Gamma,Gamma,True,1067,2,12188,trainPhase
10,3,A150,Alpha,Alpha,True,1259,2,12188,trainPhase
11,3,C1450,Gamma,Gamma,True,1309,2,12188,trainPhase
12,3,B950,Beta,Beta,True,1781,2,12188,trainPhase
13,3,A50,Alpha,Alpha,True,1069,2,12188,trainPhase
14,3,A450,Alpha,Alpha,True,1308,2,12188,trainPhase
0,4,A150,Alpha,Alpha,True,950,2,12188,trainPhase
1,4,B950,Beta,Beta,True,1574,2,12188,trainPhase
2,4,A50,Alpha,Alpha,True,1140,2,12188,trainPhase
3,4,C1150,Gamma,Gamma,True,1245,2,12188,trainPhase
4,4,C1050,Gamma,Beta,False,1241,2,12188,trainPhase
5,4,C1350,Gamma,Gamma,True,966,2,12188,trainPhase
6,4,A350,Alpha,Alpha,True,1116,2,12188,trainPhase
7,4,C1250,Gamma,Gamma,True,1065,2,12188,trainPhase
8,4,A250,Alpha,Alpha,True,958,2,12188,trainPhase
9,4,C1450,Gamma,Gamma,True,888,2,12188,trainPhase
10,4,B650,Beta,Beta,True,1055,2,12188,trainPhase
11,4,A450,Alpha,Alpha,True,1228,2,12188,trainPhase
12,4,B750,Beta,Beta,True,901,2,12188,trainPhase
13,4,B550,Beta,Beta,True,916,2,12188,trainPhase
14,4,B850,Beta,Beta,True,1066,2,12188,trainPhase
0,0,C1350,Gamma,Alpha,False,3331,2,12192,trainPhase
1,0,C1150,Gamma,Alpha,False,5230,2,12192,trainPhase
2,0,B950,Beta,Gamma,False,3444,2,12192,trainPhase
3,0,A150,Alpha,Alpha,True,5121,2,12192,trainPhase
4,0,B850,Beta,Beta,True,2884,2,12192,trainPhase
5,0,A350,Alpha,Beta,False,3916,2,12192,trainPhase
6,0,A50,Alpha,Alpha,True,1393,2,12192,trainPhase
