trial,block,stimId,category,response,accuracy,rt,condition,id,phase
0,0,B550,Beta,Beta,True,3746,1,11296,trainPhase
1,0,C1050,Gamma,Gamma,True,1665,1,11296,trainPhase
2,0,C1150,Gamma,Gamma,True,1116,1,11296,trainPhase
3,0,B850,Beta,Beta,True,2239,1,11296,trainPhase
4,0,B950,Beta,Beta,True,2962,1,11296,trainPhase
5,0,C1450,Gamma,Gamma,True,1144,1,11296,trainPhase
6,0,C1250,Gamma,Beta,False,1415,1,11296,trainPhase
7,0,B650,Beta,Beta,True,3078,1,11296,trainPhase
8,0,B750,Beta,Gamma,False,2040,1,11296,trainPhase
9,0,C1350,Gamma,Gamma,True,1013,1,11296,trainPhase
0,1,C1050,Gamma,Beta,False,1319,1,11296,trainPhase
1,1,B650,Beta,Beta,True,1333,1,11296,trainPhase
2,1,B550,Beta,Beta,True,2512,1,11296,trainPhase
3,1,C1350,Gamma,Gamma,True,918,1,11296,trainPhase
4,1,C1250,Gamma,Gamma,True,1390,1,11296,trainPhase
5,1,B750,Beta,Beta,True,845,1,11296,trainPhase
6,1,C1450,Gamma,Gamma,True,905,1,11296,trainPhase
7,1,B950,Beta,Beta,True,868,1,11296,trainPhase
8,1,C1150,Gamma,Gamma,True,4846,1,11296,trainPhase
9,1,B850,Beta,Beta,True,1128,1,11296,trainPhase
0,2,B550,Beta,Beta,True,853,1,11296,trainPhase
1,2,B950,Beta,Beta,True,1590,1,11296,trainPhase
2,2,B650,Beta,Beta,True,733,1,11296,trainPhase
3,2,C1450,Gamma,Gamma,True,800,1,11296,trainPhase
4,2,C1350,Gamma,Gamma,True,1220,1,11296,trainPhase
5,2,C1150,Gamma,Beta,False,1667,1,11296,trainPhase
6,2,C1050,Gamma,Beta,False,918,1,11296,trainPhase
7,2,B750,Beta,Beta,True,1126,1,11296,trainPhase
8,2,B850,Beta,Beta,True,975,1,11296,trainPhase
9,2,C1250,Gamma,Gamma,True,1041,1,11296,trainPhase
0,3,B550,Beta,Beta,True,885,1,11296,trainPhase
1,3,C1050,Gamma,Beta,False,1284,1,11296,trainPhase
2,3,B750,Beta,Beta,True,967,1,11296,trainPhase
3,3,C1450,Gamma,Gamma,True,821,1,11296,trainPhase
4,3,B650,Beta,Beta,True,783,1,11296,trainPhase
5,3,B950,Beta,Beta,True,853,1,11296,trainPhase
6,3,C1350,Gamma,Gamma,True,727,1,11296,trainPhase
7,3,C1250,Gamma,Gamma,True,788,1,11296,trainPhase
8,3,B850,Beta,Beta,True,1931,1,11296,trainPhase
9,3,C1150,Gamma,Gamma,True,1205,1,11296,trainPhase
0,4,C1150,Gamma,Gamma,True,924,1,11296,trainPhase
1,4,B950,Beta,Gamma,False,1262,1,11296,trainPhase
2,4,B650,Beta,Beta,True,742,1,11296,trainPhase
3,4,B750,Beta,Beta,True,883,1,11296,trainPhase
4,4,C1350,Gamma,Gamma,True,1089,1,11296,trainPhase
5,4,B550,Beta,Beta,True,2281,1,11296,trainPhase
6,4,C1050,Gamma,Beta,False,2856,1,11296,trainPhase
7,4,C1450,Gamma,Gamma,True,582,1,11296,trainPhase
8,4,B850,Beta,Beta,True,5268,1,11296,trainPhase
9,4,C1250,Gamma,Gamma,True,651,1,11296,trainPhase
0,0,B550,Beta,Beta,True,6019,1,12139,trainPhase
1,0,B750,Beta,Gamma,False,2193,1,12139,trainPhase
2,0,B650,Beta,Beta,True,1351,1,12139,trainPhase
3,0,C1350,Gamma,Beta,False,1525,1,12139,trainPhase
4,0,C1450,Gamma,Gamma,True,1090,1,12139,trainPhase
5,0,C1150,Gamma,Gamma,True,2798,1,12139,trainPhase
6,0,B950,Beta,Beta,True,1341,1,12139,trainPhase
7,0,B850,Beta,Beta,True,1053,1,12139,trainPhase
8,0,C1250,Gamma,Gamma,True,1142,1,12139,trainPhase
9,0,C1050,Gamma,Beta,False,1361,1,12139,trainPhase
0,1,C1250,Gamma,Gamma,True,1037,1,12139,trainPhase
1,1,B750,Beta,Beta,True,1129,1,12139,trainPhase
2,1,C1050,Gamma,Beta,False,1445,1,12139,trainPhase
3,1,C1150,Gamma,Gamma,True,2517,1,12139,trainPhase
4,1,B550,Beta,Beta,True,1357,1,12139,trainPhase
5,1,B850,Beta,Beta,True,1328,1,12139,trainPhase
6,1,C1350,Gamma,Gamma,True,871,1,12139,trainPhase
7,1,B650,Beta,Beta,True,1039,1,12139,trainPhase
8,1,B950,Beta,Gamma,False,1518,1,12139,trainPhase
9,1,C1450,Gamma,Gamma,True,1076,1,12139,trainPhase
0,2,C1250,Gamma,Beta,False,990,1,12139,trainPhase
1,2,C1150,Gamma,Gamma,True,1109,1,12139,trainPhase
2,2,B850,Beta,Gamma,False,1599,1,12139,trainPhase
