trial,block,stimId1,stimID2,category1,category2,response,rt,condition,id,phase
14,9,B750,A450,Beta,Alpha,4.0,2390,1,12136,similarity
11,10,C1450,C1350,Gamma,Gamma,5.0,3027,1,12136,similarity
12,10,C1450,C1150,Gamma,Gamma,5.0,1628,1,12136,similarity
13,10,C1450,B650,Gamma,Beta,2.0,1668,1,12136,similarity
14,10,C1450,A450,Gamma,Alpha,0.9999999999999998,3228,1,12136,similarity
12,11,C1350,C1150,Gamma,Gamma,4.0,2936,1,12136,similarity
13,11,C1350,B650,Gamma,Beta,2.0,6465,1,12136,similarity
14,11,C1350,A450,Gamma,Alpha,2.0,846,1,12136,similarity
13,12,C1150,B650,Gamma,Beta,2.0,1932,1,12136,similarity
14,12,C1150,A450,Gamma,Alpha,2.0,2467,1,12136,similarity
14,13,B650,A450,Beta,Alpha,5.0,3531,1,12136,similarity
1,0,B950,C1350,Gamma,Gamma,4.0,4778,1,12224,similarity
2,0,B950,B850, Beta,Beta,5.0,3213,1,12224,similarity
3,0,B950,A350, Beta,Alpha,2.0,2351,1,12224,similarity
4,0,B950,C1050, Beta,Gamma,5.0,3997,1,12224,similarity
5,0,B950,B650, Beta,Beta,3.0,3131,1,12224,similarity
6,0,B950,C1150, Beta,Gamma,5.0,2092,1,12224,similarity
7,0,B950,B550, Beta,Beta,4.0,2987,1,12224,similarity
8,0,B950,B750, Beta,Beta,4.0,3911,1,12224,similarity
9,0,B950,C1450, Beta,Gamma,3.0,5241,1,12224,similarity
10,0,B950,C1250, Beta,Gamma,4.0,3243,1,12224,similarity
11,0,B950,A250, Beta,Alpha,0.9999999999999998,2473,1,12224,similarity
12,0,B950,A450, Beta,Alpha,2.0,2845,1,12224,similarity
13,0,B950,A50, Beta,Alpha,0.0,1986,1,12224,similarity
14,0,B950,A150, Beta,Alpha,0.0,1689,1,12224,similarity
2,1,C1350,B850,Gamma,Beta,3.0,2171,1,12224,similarity
3,1,C1350,A350,Gamma,Alpha,2.0,3211,1,12224,similarity
4,1,C1350,C1050,Gamma,Gamma,5.0,7532,1,12224,similarity
5,1,C1350,B650,Gamma,Beta,3.0,2675,1,12224,similarity
6,1,C1350,C1150,Gamma,Gamma,5.0,3270,1,12224,similarity
7,1,C1350,B550,Gamma,Beta,2.0,3171,1,12224,similarity
8,1,C1350,B750,Gamma,Beta,3.0,1801,1,12224,similarity
9,1,C1350,C1450,Gamma,Gamma,6.0,2218,1,12224,similarity
10,1,C1350,C1250,Gamma,Gamma,6.0,1240,1,12224,similarity
11,1,C1350,A250,Gamma,Alpha,0.9999999999999998,2917,1,12224,similarity
12,1,C1350,A450,Gamma,Alpha,0.9999999999999998,1635,1,12224,similarity
13,1,C1350,A50,Gamma,Alpha,0.0,2487,1,12224,similarity
14,1,C1350,A150,Gamma,Alpha,0.0,1856,1,12224,similarity
3,2,B850,A350,Beta,Alpha,2.0,2993,1,12224,similarity
4,2,B850,C1050,Beta,Gamma,5.0,1889,1,12224,similarity
5,2,B850,B650,Beta,Beta,5.0,1174,1,12224,similarity
6,2,B850,C1150,Beta,Gamma,5.0,1224,1,12224,similarity
7,2,B850,B550,Beta,Beta,4.0,3251,1,12224,similarity
8,2,B850,B750,Beta,Beta,6.0,2299,1,12224,similarity
9,2,B850,C1450,Beta,Gamma,2.0,2468,1,12224,similarity
10,2,B850,C1250,Beta,Gamma,2.0,1049,1,12224,similarity
11,2,B850,A250,Beta,Alpha,2.0,2061,1,12224,similarity
12,2,B850,A450,Beta,Alpha,2.0,1669,1,12224,similarity
13,2,B850,A50,Beta,Alpha,0.0,2743,1,12224,similarity
14,2,B850,A150,Beta,Alpha,0.0,798,1,12224,similarity
4,3,A350,C1050,Alpha,Gamma,0.9999999999999998,3901,1,12224,similarity
5,3,A350,B650,Alpha,Beta,3.0,2800,1,12224,similarity
6,3,A350,C1150,Alpha,Gamma,2.0,2480,1,12224,similarity
7,3,A350,B550,Alpha,Beta,4.0,2191,1,12224,similarity
8,3,A350,B750,Alpha,Beta,3.0,2152,1,12224,similarity
9,3,A350,C1450,Alpha,Gamma,0.0,2610,1,12224,similarity
10,3,A350,C1250,Alpha,Gamma,0.0,997,1,12224,similarity
11,3,A350,A250,Alpha,Alpha,5.0,1830,1,12224,similarity
12,3,A350,A450,Alpha,Alpha,6.0,2204,1,12224,similarity
13,3,A350,A50,Alpha,Alpha,2.0,3307,1,12224,similarity
14,3,A350,A150,Alpha,Alpha,2.0,2779,1,12224,similarity
5,4,C1050,B650,Gamma,Beta,2.0,1682,1,12224,similarity
6,4,C1050,C1150,Gamma,Gamma,6.0,2179,1,12224,similarity
7,4,C1050,B550,Gamma,Beta,3.0,4553,1,12224,similarity
8,4,C1050,B750,Gamma,Beta,3.0,1903,1,12224,similarity
9,4,C1050,C1450,Gamma,Gamma,3.0,1515,1,12224,similarity
10,4,C1050,C1250,Gamma,Gamma,4.0,2991,1,12224,similarity
11,4,C1050,A250,Gamma,Alpha,2.0,1878,1,12224,similarity
12,4,C1050,A450,Gamma,Alpha,2.0,10363,1,12224,similarity
13,4,C1050,A50,Gamma,Alpha,0.0,2194,1,12224,similarity
14,4,C1050,A150,Gamma,Alpha,0.0,1684,1,12224,similarity
6,5,B650,C1150,Beta,Gamma,4.0,2562,1,12224,similarity
7,5,B650,B550,Beta,Beta,6.0,3848,1,12224,similarity
8,5,B650,B750,Beta,Beta,6.0,1110,1,12224,similarity
9,5,B650,C1450,Beta,Gamma,4.0,2296,1,12224,similarity
10,5,B650,C1250,Beta,Gamma,2.0,3378,1,12224,similarity
11,5,B650,A250,Beta,Alpha,3.0,8467,1,12224,similarity
12,5,B650,A450,Beta,Alpha,4.0,4241,1,12224,similarity
13,5,B650,A50,Beta,Alpha,0.9999999999999998,2003,1,12224,similarity
14,5,B650,A150,Beta,Alpha,2.0,3323,1,12224,similarity
7,6,C1150,B550,Gamma,Beta,3.0,5130,1,12224,similarity
8,6,C1150,B750,Gamma,Beta,4.0,2220,1,12224,similarity
9,6,C1150,C1450,Gamma,Gamma,5.0,2074,1,12224,similarity
10,6,C1150,C1250,Gamma,Gamma,6.0,1972,1,12224,similarity
11,6,C1150,A250,Gamma,Alpha,2.0,3916,1,12224,similarity
12,6,C1150,A450,Gamma,Alpha,3.0,2848,1,12224,similarity
13,6,C1150,A50,Gamma,Alpha,0.0,1818,1,12224,similarity
14,6,C1150,A150,Gamma,Alpha,0.9999999999999998,3164,1,12224,similarity
8,7,B550,B750,Beta,Beta,5.0,2395,1,12224,similarity
9,7,B550,C1450,Beta,Gamma,0.9999999999999998,2187,1,12224,similarity
10,7,B550,C1250,Beta,Gamma,0.9999999999999998,1163,1,12224,similarity
11,7,B550,A250,Beta,Alpha,4.0,1905,1,12224,similarity
12,7,B550,A450,Beta,Alpha,5.0,2263,1,12224,similarity
13,7,B550,A50,Beta,Alpha,0.9999999999999998,2272,1,12224,similarity
14,7,B550,A150,Beta,Alpha,0.9999999999999998,1417,1,12224,similarity
9,8,B750,C1450,Beta,Gamma,2.0,2338,1,12224,similarity
10,8,B750,C1250,Beta,Gamma,3.0,9467,1,12224,similarity
11,8,B750,A250,Beta,Alpha,3.0,2927,1,12224,similarity
12,8,B750,A450,Beta,Alpha,4.0,2278,1,12224,similarity
13,8,B750,A50,Beta,Alpha,0.9999999999999998,2108,1,12224,similarity
14,8,B750,A150,Beta,Alpha,2.0,4596,1,12224,similarity
10,9,C1450,C1250,Gamma,Gamma,5.0,2978,1,12224,similarity
11,9,C1450,A250,Gamma,Alpha,0.9999999999999998,2900,1,12224,similarity
12,9,C1450,A450,Gamma,Alpha,2.0,3225,1,12224,similarity
13,9,C1450,A50,Gamma,Alpha,0.0,1861,1,12224,similarity
14,9,C1450,A150,Gamma,Alpha,0.0,1105,1,12224,similarity
11,10,C1250,A250,Gamma,Alpha,0.9999999999999998,3428,1,12224,similarity
12,10,C1250,A450,Gamma,Alpha,2.0,1999,1,12224,similarity
13,10,C1250,A50,Gamma,Alpha,0.0,2677,1,12224,similarity
14,10,C1250,A150,Gamma,Alpha,0.0,1226,1,12224,similarity
12,11,A250,A450,Alpha,Alpha,5.0,2371,1,12224,similarity
13,11,A250,A50,Alpha,Alpha,4.0,5769,1,12224,similarity
14,11,A250,A150,Alpha,Alpha,4.0,1981,1,12224,similarity
13,12,A450,A50,Alpha,Alpha,2.0,4683,1,12224,similarity
14,12,A450,A150,Alpha,Alpha,3.0,6312,1,12224,similarity
14,13,A50,A150,Alpha,Alpha,4.0,2857,1,12224,similarity
1,0,A50,B650,Beta,Beta,0.9999999999999998,6843,1,12227,similarity
2,0,A50,B950,Alpha, Beta,0.9999999999999998,1056,1,12227,similarity
3,0,A50,B850,Alpha,Beta,0.9999999999999998,793,1,12227,similarity
4,0,A50,A450,Alpha,Alpha,2.0,3020,1,12227,similarity
5,0,A50,C1050,Alpha,Gamma,0.9999999999999998,1951,1,12227,similarity
6,0,A50,A250,Alpha,Alpha,2.0,1963,1,12227,similarity
7,0,A50,C1250,Alpha,Gamma,0.0,3433,1,12227,similarity
8,0,A50,B550,Alpha,Beta,0.9999999999999998,1868,1,12227,similarity
9,0,A50,C1450,Alpha,Gamma,0.0,1499,1,12227,similarity
10,0,A50,C1150,Alpha,Gamma,0.9999999999999998,1404,1,12227,similarity
11,0,A50,A150,Alpha,Alpha,3.0,1745,1,12227,similarity
12,0,A50,A350,Alpha,Alpha,4.0,1672,1,12227,similarity
13,0,A50,C1350,Alpha,Gamma,0.0,2990,1,12227,similarity
14,0,A50,B750,Alpha,Beta,2.0,3500,1,12227,similarity
2,1,B650,B950,Beta, Beta,4.0,4762,1,12227,similarity
3,1,B650,B850,Beta,Beta,4.0,1815,1,12227,similarity
4,1,B650,A450,Beta,Alpha,4.0,2863,1,12227,similarity
5,1,B650,C1050,Beta,Gamma,3.0,3161,1,12227,similarity
6,1,B650,A250,Beta,Alpha,3.0,1522,1,12227,similarity
7,1,B650,C1250,Beta,Gamma,3.0,1113,1,12227,similarity
8,1,B650,B550,Beta,Beta,5.0,2309,1,12227,similarity
9,1,B650,C1450,Beta,Gamma,3.0,2943,1,12227,similarity
10,1,B650,C1150,Beta,Gamma,4.0,1545,1,12227,similarity
11,1,B650,A150,Beta,Alpha,4.0,59,1,12227,similarity
12,1,B650,A350,Beta,Alpha,4.0,1459,1,12227,similarity
13,1,B650,C1350,Beta,Gamma,3.0,1994,1,12227,similarity
14,1,B650,B750,Beta,Beta,5.0,3934,1,12227,similarity
3,2,B950,B850, Beta,Beta,5.0,1685,1,12227,similarity
4,2,B950,A450, Beta,Alpha,4.0,1994,1,12227,similarity
5,2,B950,C1050, Beta,Gamma,5.0,2176,1,12227,similarity
6,2,B950,A250, Beta,Alpha,2.0,1934,1,12227,similarity
7,2,B950,C1250, Beta,Gamma,4.0,3374,1,12227,similarity
8,2,B950,B550, Beta,Beta,4.0,1568,1,12227,similarity
9,2,B950,C1450, Beta,Gamma,4.0,1114,1,12227,similarity
10,2,B950,C1150, Beta,Gamma,5.0,2693,1,12227,similarity
11,2,B950,A150, Beta,Alpha,0.9999999999999998,2654,1,12227,similarity
12,2,B950,A350, Beta,Alpha,0.9999999999999998,722,1,12227,similarity
13,2,B950,C1350, Beta,Gamma,4.0,2909,1,12227,similarity
14,2,B950,B750, Beta,Beta,4.0,1054,1,12227,similarity
4,3,B850,A450,Beta,Alpha,3.0,1799,1,12227,similarity
5,3,B850,C1050,Beta,Gamma,4.0,1781,1,12227,similarity
6,3,B850,A250,Beta,Alpha,3.0,1770,1,12227,similarity
7,3,B850,C1250,Beta,Gamma,4.0,2155,1,12227,similarity
8,3,B850,B550,Beta,Beta,4.0,1204,1,12227,similarity
9,3,B850,C1450,Beta,Gamma,4.0,786,1,12227,similarity
10,3,B850,C1150,Beta,Gamma,4.0,787,1,12227,similarity
11,3,B850,A150,Beta,Alpha,3.0,1690,1,12227,similarity
12,3,B850,A350,Beta,Alpha,3.0,2238,1,12227,similarity
13,3,B850,C1350,Beta,Gamma,4.0,1859,1,12227,similarity
14,3,B850,B750,Beta,Beta,5.0,1346,1,12227,similarity
5,4,A450,C1050,Alpha,Gamma,4.0,2338,1,12227,similarity
6,4,A450,A250,Alpha,Alpha,4.0,4500,1,12227,similarity
7,4,A450,C1250,Alpha,Gamma,3.0,1780,1,12227,similarity
8,4,A450,B550,Alpha,Beta,4.0,1803,1,12227,similarity
9,4,A450,C1450,Alpha,Gamma,2.0,3376,1,12227,similarity
10,4,A450,C1150,Alpha,Gamma,2.0,1443,1,12227,similarity
11,4,A450,A150,Alpha,Alpha,3.0,2371,1,12227,similarity
12,4,A450,A350,Alpha,Alpha,4.0,1874,1,12227,similarity
13,4,A450,C1350,Alpha,Gamma,2.0,1780,1,12227,similarity
14,4,A450,B750,Alpha,Beta,3.0,1822,1,12227,similarity
6,5,C1050,A250,Gamma,Alpha,0.9999999999999998,4313,1,12227,similarity
7,5,C1050,C1250,Gamma,Gamma,5.0,2586,1,12227,similarity
8,5,C1050,B550,Gamma,Beta,4.0,2683,1,12227,similarity
9,5,C1050,C1450,Gamma,Gamma,4.0,2691,1,12227,similarity
10,5,C1050,C1150,Gamma,Gamma,5.0,1914,1,12227,similarity
11,5,C1050,A150,Gamma,Alpha,0.9999999999999998,3009,1,12227,similarity
12,5,C1050,A350,Gamma,Alpha,2.0,2073,1,12227,similarity
13,5,C1050,C1350,Gamma,Gamma,4.0,2759,1,12227,similarity
14,5,C1050,B750,Gamma,Beta,4.0,1397,1,12227,similarity
7,6,A250,C1250,Alpha,Gamma,2.0,2154,1,12227,similarity
8,6,A250,B550,Alpha,Beta,2.0,1556,1,12227,similarity
9,6,A250,C1450,Alpha,Gamma,0.9999999999999998,1816,1,12227,similarity
10,6,A250,C1150,Alpha,Gamma,0.9999999999999998,892,1,12227,similarity
11,6,A250,A150,Alpha,Alpha,4.0,2226,1,12227,similarity
12,6,A250,A350,Alpha,Alpha,4.0,1279,1,12227,similarity
13,6,A250,C1350,Alpha,Gamma,0.9999999999999998,4058,1,12227,similarity
14,6,A250,B750,Alpha,Beta,2.0,2576,1,12227,similarity
8,7,C1250,B550,Gamma,Beta,2.0,1342,1,12227,similarity
9,7,C1250,C1450,Gamma,Gamma,5.0,2938,1,12227,similarity
10,7,C1250,C1150,Gamma,Gamma,5.0,784,1,12227,similarity
11,7,C1250,A150,Gamma,Alpha,0.9999999999999998,2360,1,12227,similarity
12,7,C1250,A350,Gamma,Alpha,0.9999999999999998,1532,1,12227,similarity
13,7,C1250,C1350,Gamma,Gamma,5.0,4483,1,12227,similarity
14,7,C1250,B750,Gamma,Beta,4.0,1818,1,12227,similarity
9,8,B550,C1450,Beta,Gamma,4.0,906,1,12227,similarity
10,8,B550,C1150,Beta,Gamma,3.0,1825,1,12227,similarity
11,8,B550,A150,Beta,Alpha,3.0,1837,1,12227,similarity
12,8,B550,A350,Beta,Alpha,3.0,723,1,12227,similarity
13,8,B550,C1350,Beta,Gamma,3.0,812,1,12227,similarity
14,8,B550,B750,Beta,Beta,4.0,2299,1,12227,similarity
10,9,C1450,C1150,Gamma,Gamma,4.0,2201,1,12227,similarity
11,9,C1450,A150,Gamma,Alpha,0.9999999999999998,4434,1,12227,similarity
12,9,C1450,A350,Gamma,Alpha,0.9999999999999998,1347,1,12227,similarity
13,9,C1450,C1350,Gamma,Gamma,5.0,3084,1,12227,similarity
14,9,C1450,B750,Gamma,Beta,4.0,2054,1,12227,similarity
11,10,C1150,A150,Gamma,Alpha,0.9999999999999998,2730,1,12227,similarity
12,10,C1150,A350,Gamma,Alpha,0.9999999999999998,885,1,12227,similarity
13,10,C1150,C1350,Gamma,Gamma,5.0,2512,1,12227,similarity
14,10,C1150,B750,Gamma,Beta,4.0,2242,1,12227,similarity
12,11,A150,A350,Alpha,Alpha,2.0,2326,1,12227,similarity
13,11,A150,C1350,Alpha,Gamma,0.9999999999999998,1977,1,12227,similarity
14,11,A150,B750,Alpha,Beta,0.9999999999999998,1129,1,12227,similarity
13,12,A350,C1350,Alpha,Gamma,0.9999999999999998,940,1,12227,similarity
14,12,A350,B750,Alpha,Beta,0.9999999999999998,586,1,12227,similarity
14,13,C1350,B750,Gamma,Beta,4.0,5020,1,12227,similarity
1,0,A150,A350,Alpha,Alpha,0.9999999999999998,7835,1,12230,similarity
2,0,A150,C1350,Alpha,Gamma,0.0,1999,1,12230,similarity
3,0,A150,C1050,Alpha,Gamma,0.0,1011,1,12230,similarity
4,0,A150,C1250,Alpha,Gamma,0.0,716,1,12230,similarity
5,0,A150,A250,Alpha,Alpha,5.0,2977,1,12230,similarity
6,0,A150,C1150,Alpha,Gamma,0.0,2387,1,12230,similarity
7,0,A150,B750,Alpha,Beta,0.0,2227,1,12230,similarity
8,0,A150,B650,Alpha,Beta,0.0,628,1,12230,similarity
9,0,A150,B550,Alpha,Beta,0.0,396,1,12230,similarity
10,0,A150,A50,Alpha,Alpha,5.0,3935,1,12230,similarity
11,0,A150,B950,Alpha, Beta,0.9999999999999998,1931,1,12230,similarity
12,0,A150,A450,Alpha,Alpha,0.9999999999999998,2243,1,12230,similarity
13,0,A150,B850,Alpha,Beta,0.0,2731,1,12230,similarity
14,0,A150,C1450,Alpha,Gamma,0.0,1284,1,12230,similarity
2,1,A350,C1350,Alpha,Gamma,0.0,451,1,12230,similarity
3,1,A350,C1050,Alpha,Gamma,0.9999999999999998,3079,1,12230,similarity
4,1,A350,C1250,Alpha,Gamma,0.9999999999999998,2523,1,12230,similarity
5,1,A350,A250,Alpha,Alpha,6.0,2749,1,12230,similarity
6,1,A350,C1150,Alpha,Gamma,0.9999999999999998,3360,1,12230,similarity
7,1,A350,B750,Alpha,Beta,0.9999999999999998,3051,1,12230,similarity
8,1,A350,B650,Alpha,Beta,0.9999999999999998,1315,1,12230,similarity
9,1,A350,B550,Alpha,Beta,4.0,4179,1,12230,similarity
10,1,A350,A50,Alpha,Alpha,0.9999999999999998,3387,1,12230,similarity
11,1,A350,B950,Alpha, Beta,0.9999999999999998,1443,1,12230,similarity
12,1,A350,A450,Alpha,Alpha,5.0,4890,1,12230,similarity
13,1,A350,B850,Alpha,Beta,0.9999999999999998,1875,1,12230,similarity
14,1,A350,C1450,Alpha,Gamma,0.9999999999999998,1244,1,12230,similarity
3,2,C1350,C1050,Gamma,Gamma,5.0,3315,1,12230,similarity
4,2,C1350,C1250,Gamma,Gamma,6.0,2250,1,12230,similarity
5,2,C1350,A250,Gamma,Alpha,0.0,1931,1,12230,similarity
6,2,C1350,C1150,Gamma,Gamma,6.0,2476,1,12230,similarity
7,2,C1350,B750,Gamma,Beta,3.0,2930,1,12230,similarity
8,2,C1350,B650,Gamma,Beta,3.0,673,1,12230,similarity
9,2,C1350,B550,Gamma,Beta,3.0,387,1,12230,similarity
10,2,C1350,A50,Gamma,Alpha,0.0,2155,1,12230,similarity
11,2,C1350,B950,Gamma, Beta,4.0,2388,1,12230,similarity
12,2,C1350,A450,Gamma,Alpha,0.9999999999999998,2186,1,12230,similarity
13,2,C1350,B850,Gamma,Beta,2.0,4627,1,12230,similarity
14,2,C1350,C1450,Gamma,Gamma,6.0,3170,1,12230,similarity
4,3,C1050,C1250,Gamma,Gamma,6.0,1414,1,12230,similarity
5,3,C1050,A250,Gamma,Alpha,0.9999999999999998,1961,1,12230,similarity
6,3,C1050,C1150,Gamma,Gamma,6.0,2059,1,12230,similarity
7,3,C1050,B750,Gamma,Beta,2.0,2354,1,12230,similarity
8,3,C1050,B650,Gamma,Beta,2.0,875,1,12230,similarity
9,3,C1050,B550,Gamma,Beta,2.0,507,1,12230,similarity
10,3,C1050,A50,Gamma,Alpha,0.0,1918,1,12230,similarity
11,3,C1050,B950,Gamma, Beta,6.0,2066,1,12230,similarity
12,3,C1050,A450,Gamma,Alpha,2.0,2067,1,12230,similarity
13,3,C1050,B850,Gamma,Beta,5.0,3235,1,12230,similarity
14,3,C1050,C1450,Gamma,Gamma,3.0,3915,1,12230,similarity
5,4,C1250,A250,Gamma,Alpha,0.0,2067,1,12230,similarity
6,4,C1250,C1150,Gamma,Gamma,6.0,2443,1,12230,similarity
7,4,C1250,B750,Gamma,Beta,3.0,1907,1,12230,similarity
8,4,C1250,B650,Gamma,Beta,0.9999999999999998,2034,1,12230,similarity
9,4,C1250,B550,Gamma,Beta,0.9999999999999998,957,1,12230,similarity
10,4,C1250,A50,Gamma,Alpha,0.9999999999999998,582,1,12230,similarity
11,4,C1250,B950,Gamma, Beta,5.0,3155,1,12230,similarity
12,4,C1250,A450,Gamma,Alpha,0.0,4191,1,12230,similarity
13,4,C1250,B850,Gamma,Beta,5.0,2555,1,12230,similarity
14,4,C1250,C1450,Gamma,Gamma,5.0,2187,1,12230,similarity
6,5,A250,C1150,Alpha,Gamma,0.0,2072,1,12230,similarity
7,5,A250,B750,Alpha,Beta,0.9999999999999998,1802,1,12230,similarity
8,5,A250,B650,Alpha,Beta,0.9999999999999998,930,1,12230,similarity
9,5,A250,B550,Alpha,Beta,0.9999999999999998,387,1,12230,similarity
10,5,A250,A50,Alpha,Alpha,2.0,3167,1,12230,similarity
11,5,A250,B950,Alpha, Beta,0.0,1890,1,12230,similarity
12,5,A250,A450,Alpha,Alpha,0.0,393,1,12230,similarity
13,5,A250,B850,Alpha,Beta,0.0,1762,1,12230,similarity
14,5,A250,C1450,Alpha,Gamma,0.0,1426,1,12230,similarity
7,6,C1150,B750,Gamma,Beta,3.0,1971,1,12230,similarity
8,6,C1150,B650,Gamma,Beta,3.0,947,1,12230,similarity
9,6,C1150,B550,Gamma,Beta,3.0,576,1,12230,similarity
10,6,C1150,A50,Gamma,Alpha,0.0,1963,1,12230,similarity
11,6,C1150,B950,Gamma, Beta,4.0,3378,1,12230,similarity
12,6,C1150,A450,Gamma,Alpha,0.0,2449,1,12230,similarity
13,6,C1150,B850,Gamma,Beta,3.0,3465,1,12230,similarity
14,6,C1150,C1450,Gamma,Gamma,5.0,2003,1,12230,similarity
8,7,B750,B650,Beta,Beta,6.0,2047,1,12230,similarity
9,7,B750,B550,Beta,Beta,5.0,3323,1,12230,similarity
10,7,B750,A50,Beta,Alpha,0.0,2102,1,12230,similarity
11,7,B750,B950,Beta, Beta,4.0,2367,1,12230,similarity
12,7,B750,A450,Beta,Alpha,3.0,2138,1,12230,similarity
13,7,B750,B850,Beta,Beta,5.0,1835,1,12230,similarity
14,7,B750,C1450,Beta,Gamma,2.0,1987,1,12230,similarity
9,8,B650,B550,Beta,Beta,6.0,3208,1,12230,similarity
10,8,B650,A50,Beta,Alpha,0.0,2056,1,12230,similarity
11,8,B650,B950,Beta, Beta,2.0,2857,1,12230,similarity
12,8,B650,A450,Beta,Alpha,3.0,2942,1,12230,similarity
13,8,B650,B850,Beta,Beta,3.0,1515,1,12230,similarity
14,8,B650,C1450,Beta,Gamma,0.9999999999999998,3963,1,12230,similarity
10,9,B550,A50,Beta,Alpha,0.0,2556,1,12230,similarity
11,9,B550,B950,Beta, Beta,4.0,1827,1,12230,similarity
12,9,B550,A450,Beta,Alpha,4.0,1853,1,12230,similarity
13,9,B550,B850,Beta,Beta,4.0,631,1,12230,similarity
14,9,B550,C1450,Beta,Gamma,0.0,2085,1,12230,similarity
11,10,A50,B950,Alpha, Beta,0.0,527,1,12230,similarity
12,10,A50,A450,Alpha,Alpha,0.0,505,1,12230,similarity
13,10,A50,B850,Alpha,Beta,0.0,413,1,12230,similarity
14,10,A50,C1450,Alpha,Gamma,0.0,425,1,12230,similarity
12,11,B950,A450, Beta,Alpha,0.9999999999999998,2994,1,12230,similarity
13,11,B950,B850, Beta,Beta,5.0,2383,1,12230,similarity
14,11,B950,C1450, Beta,Gamma,2.0,2099,1,12230,similarity
13,12,A450,B850,Alpha,Beta,0.9999999999999998,5608,1,12230,similarity
14,12,A450,C1450,Alpha,Gamma,0.0,2459,1,12230,similarity
14,13,B850,C1450,Beta,Gamma,0.9999999999999998,2995,1,12230,similarity
1,0,B750,A150,Alpha,Alpha,0.0,4026,1,12133,similarity
2,0,B750,B550,Beta,Beta,4.0,3410,1,12133,similarity
3,0,B750,C1050,Beta,Gamma,4.0,4043,1,12133,similarity
4,0,B750,A350,Beta,Alpha,2.0,4108,1,12133,similarity
5,0,B750,C1450,Beta,Gamma,0.9999999999999998,5077,1,12133,similarity
6,0,B750,C1150,Beta,Gamma,4.0,8490,1,12133,similarity
7,0,B750,A250,Beta,Alpha,2.0,2682,1,12133,similarity
8,0,B750,C1350,Beta,Gamma,2.0,2733,1,12133,similarity
9,0,B750,B950,Beta, Beta,5.0,3585,1,12133,similarity
10,0,B750,B850,Beta,Beta,6.0,3058,1,12133,similarity
11,0,B750,B650,Beta,Beta,6.0,2393,1,12133,similarity
12,0,B750,A50,Beta,Alpha,0.0,2794,1,12133,similarity
13,0,B750,A450,Beta,Alpha,4.0,3858,1,12133,similarity
14,0,B750,C1250,Beta,Gamma,4.0,4757,1,12133,similarity
2,1,A150,B550,Alpha,Beta,2.0,4194,1,12133,similarity
3,1,A150,C1050,Alpha,Gamma,0.9999999999999998,2354,1,12133,similarity
4,1,A150,A350,Alpha,Alpha,5.0,3492,1,12133,similarity
5,1,A150,C1450,Alpha,Gamma,0.0,2604,1,12133,similarity
6,1,A150,C1150,Alpha,Gamma,0.0,714,1,12133,similarity
7,1,A150,A250,Alpha,Alpha,6.0,2835,1,12133,similarity
8,1,A150,C1350,Alpha,Gamma,0.0,2978,1,12133,similarity
9,1,A150,B950,Alpha, Beta,0.0,787,1,12133,similarity
10,1,A150,B850,Alpha,Beta,0.0,906,1,12133,similarity
11,1,A150,B650,Alpha,Beta,0.9999999999999998,3575,1,12133,similarity
12,1,A150,A50,Alpha,Alpha,5.0,2794,1,12133,similarity
13,1,A150,A450,Alpha,Alpha,4.0,4187,1,12133,similarity
14,1,A150,C1250,Alpha,Gamma,0.0,5506,1,12133,similarity
3,2,B550,C1050,Beta,Gamma,2.0,4459,1,12133,similarity
4,2,B550,A350,Beta,Alpha,5.0,3009,1,12133,similarity
5,2,B550,C1450,Beta,Gamma,0.0,4334,1,12133,similarity
6,2,B550,C1150,Beta,Gamma,5.0,3477,1,12133,similarity
7,2,B550,A250,Beta,Alpha,4.0,4590,1,12133,similarity
8,2,B550,C1350,Beta,Gamma,2.0,2531,1,12133,similarity
9,2,B550,B950,Beta, Beta,4.0,2657,1,12133,similarity
10,2,B550,B850,Beta,Beta,5.0,2091,1,12133,similarity
11,2,B550,B650,Beta,Beta,6.0,2067,1,12133,similarity
12,2,B550,A50,Beta,Alpha,0.0,2850,1,12133,similarity
13,2,B550,A450,Beta,Alpha,6.0,2771,1,12133,similarity
14,2,B550,C1250,Beta,Gamma,2.0,3715,1,12133,similarity
4,3,C1050,A350,Gamma,Alpha,2.0,2602,1,12133,similarity
5,3,C1050,C1450,Gamma,Gamma,5.0,5026,1,12133,similarity
6,3,C1050,C1150,Gamma,Gamma,6.0,1940,1,12133,similarity
7,3,C1050,A250,Gamma,Alpha,0.9999999999999998,2930,1,12133,similarity
8,3,C1050,C1350,Gamma,Gamma,5.0,2171,1,12133,similarity
9,3,C1050,B950,Gamma, Beta,6.0,2060,1,12133,similarity
10,3,C1050,B850,Gamma,Beta,6.0,1418,1,12133,similarity
11,3,C1050,B650,Gamma,Beta,5.0,2482,1,12133,similarity
12,3,C1050,A50,Gamma,Alpha,0.0,2107,1,12133,similarity
13,3,C1050,A450,Gamma,Alpha,0.9999999999999998,2425,1,12133,similarity
14,3,C1050,C1250,Gamma,Gamma,6.0,2315,1,12133,similarity
5,4,A350,C1450,Alpha,Gamma,0.0,2826,1,12133,similarity
6,4,A350,C1150,Alpha,Gamma,0.9999999999999998,2912,1,12133,similarity
7,4,A350,A250,Alpha,Alpha,6.0,2213,1,12133,similarity
