trial,block,stimId1,stimID2,category1,category2,response,rt,condition,id
11,7,A150,B950,Alpha,Gamma,0.0,654,1,12413
12,7,A150,A450,Alpha,Alpha,2.0,5270,1,12413
13,7,A150,A250,Alpha,Alpha,4.0,3771,1,12413
14,7,A150,B550,Alpha,Beta,0.9999999999999998,8685,1,12413
9,8,A350,B750,Alpha,Beta,3.0,2218,1,12413
10,8,A350,T500,Alpha,Beta,5.0,3140,1,12413
11,8,A350,B950,Alpha,Gamma,2.0,4923,1,12413
12,8,A350,A450,Alpha,Alpha,5.0,3825,1,12413
13,8,A350,A250,Alpha,Alpha,5.0,1490,1,12413
14,8,A350,B550,Alpha,Beta,5.0,960,1,12413
10,9,B750,T500,Beta,Beta,5.0,737,1,12413
11,9,B750,B950,Beta,Gamma,5.0,628,1,12413
12,9,B750,A450,Beta,Alpha,4.0,2373,1,12413
13,9,B750,A250,Beta,Alpha,2.0,2300,1,12413
14,9,B750,B550,Beta,Beta,4.0,2156,1,12413
11,10,T500,B950,Beta,Gamma,2.0,2732,1,12413
12,10,T500,A450,Beta,Alpha,5.0,4795,1,12413
13,10,T500,A250,Beta,Alpha,2.0,1996,1,12413
14,10,T500,B550,Beta,Beta,5.0,2090,1,12413
12,11,B950,A450,Gamma,Alpha,2.0,3249,1,12413
13,11,B950,A250,Gamma,Alpha,0.9999999999999998,3704,1,12413
14,11,B950,B550,Gamma,Beta,2.0,2333,1,12413
13,12,A450,A250,Alpha,Alpha,2.0,3276,1,12413
14,12,A450,B550,Alpha,Beta,3.0,1691,1,12413
14,13,A250,B550,Alpha,Beta,2.0,2340,1,12413
1,0,C1050,A350,Alpha,Alpha,2.0,11384,1,12414
2,0,C1050,B550,Gamma,Beta,2.0,2504,1,12414
3,0,C1050,T1000,Gamma,Gamma,6.0,5298,1,12414
4,0,C1050,B950,Gamma,Gamma,6.0,2485,1,12414
5,0,C1050,T500,Gamma,Beta,3.0,5325,1,12414
6,0,C1050,A150,Gamma,Alpha,0.9999999999999998,4184,1,12414
7,0,C1050,C1150,Gamma,Gamma,6.0,3376,1,12414
8,0,C1050,A450,Gamma,Alpha,3.0,2338,1,12414
9,0,C1050,A50,Gamma,Alpha,0.0,1906,1,12414
10,0,C1050,A250,Gamma,Alpha,0.9999999999999998,5057,1,12414
11,0,C1050,B850,Gamma, Beta,5.0,2808,1,12414
12,0,C1050,B650,Gamma,Beta,4.0,7203,1,12414
13,0,C1050,B750,Gamma,Beta,4.0,1299,1,12414
14,0,C1050,C1250,Gamma,Gamma,6.0,2452,1,12414
2,1,A350,B550,Alpha,Beta,5.0,3610,1,12414
3,1,A350,T1000,Alpha,Gamma,0.9999999999999998,2723,1,12414
4,1,A350,B950,Alpha,Gamma,0.9999999999999998,1357,1,12414
5,1,A350,T500,Alpha,Beta,6.0,3263,1,12414
6,1,A350,A150,Alpha,Alpha,5.0,4868,1,12414
7,1,A350,C1150,Alpha,Gamma,0.0,3006,1,12414
8,1,A350,A450,Alpha,Alpha,6.0,2484,1,12414
9,1,A350,A50,Alpha,Alpha,2.0,4018,1,12414
10,1,A350,A250,Alpha,Alpha,5.0,2260,1,12414
11,1,A350,B850,Alpha, Beta,0.9999999999999998,5037,1,12414
12,1,A350,B650,Alpha,Beta,0.9999999999999998,1556,1,12414
13,1,A350,B750,Alpha,Beta,0.9999999999999998,1205,1,12414
14,1,A350,C1250,Alpha,Gamma,0.0,2062,1,12414
3,2,B550,T1000,Beta,Gamma,2.0,2193,1,12414
4,2,B550,B950,Beta,Gamma,2.0,1310,1,12414
5,2,B550,T500,Beta,Beta,6.0,2443,1,12414
6,2,B550,A150,Beta,Alpha,0.9999999999999998,4978,1,12414
7,2,B550,C1150,Beta,Gamma,2.0,2040,1,12414
8,2,B550,A450,Beta,Alpha,5.0,2819,1,12414
9,2,B550,A50,Beta,Alpha,0.0,1938,1,12414
10,2,B550,A250,Beta,Alpha,2.0,3427,1,12414
11,2,B550,B850,Beta, Beta,6.0,3614,1,12414
12,2,B550,B650,Beta,Beta,6.0,1847,1,12414
13,2,B550,B750,Beta,Beta,5.0,2644,1,12414
14,2,B550,C1250,Beta,Gamma,0.9999999999999998,1800,1,12414
4,3,T1000,B950,Gamma,Gamma,6.0,2027,1,12414
5,3,T1000,T500,Gamma,Beta,3.0,3259,1,12414
6,3,T1000,A150,Gamma,Alpha,0.0,3771,1,12414
7,3,T1000,C1150,Gamma,Gamma,6.0,2076,1,12414
8,3,T1000,A450,Gamma,Alpha,3.0,2638,1,12414
9,3,T1000,A50,Gamma,Alpha,0.0,3418,1,12414
10,3,T1000,A250,Gamma,Alpha,0.9999999999999998,4611,1,12414
11,3,T1000,B850,Gamma, Beta,5.0,3147,1,12414
12,3,T1000,B650,Gamma,Beta,4.0,4077,1,12414
13,3,T1000,B750,Gamma,Beta,4.0,1373,1,12414
14,3,T1000,C1250,Gamma,Gamma,5.0,2416,1,12414
5,4,B950,T500,Gamma,Beta,3.0,2970,1,12414
6,4,B950,A150,Gamma,Alpha,0.9999999999999998,5028,1,12414
7,4,B950,C1150,Gamma,Gamma,5.0,3698,1,12414
8,4,B950,A450,Gamma,Alpha,3.0,2439,1,12414
9,4,B950,A50,Gamma,Alpha,0.0,3084,1,12414
10,4,B950,A250,Gamma,Alpha,2.0,2990,1,12414
11,4,B950,B850,Gamma, Beta,5.0,2063,1,12414
12,4,B950,B650,Gamma,Beta,4.0,3027,1,12414
13,4,B950,B750,Gamma,Beta,5.0,2388,1,12414
14,4,B950,C1250,Gamma,Gamma,5.0,1491,1,12414
6,5,T500,A150,Beta,Alpha,3.0,3564,1,12414
7,5,T500,C1150,Beta,Gamma,2.0,2092,1,12414
8,5,T500,A450,Beta,Alpha,6.0,1745,1,12414
9,5,T500,A50,Beta,Alpha,0.0,3468,1,12414
10,5,T500,A250,Beta,Alpha,2.0,2308,1,12414
11,5,T500,B850,Beta, Beta,3.0,3317,1,12414
12,5,T500,B650,Beta,Beta,4.0,1819,1,12414
13,5,T500,B750,Beta,Beta,4.0,1644,1,12414
14,5,T500,C1250,Beta,Gamma,2.0,3095,1,12414
7,6,A150,C1150,Alpha,Gamma,0.0,1827,1,12414
8,6,A150,A450,Alpha,Alpha,0.9999999999999998,1643,1,12414
9,6,A150,A50,Alpha,Alpha,3.0,3656,1,12414
10,6,A150,A250,Alpha,Alpha,3.0,1289,1,12414
11,6,A150,B850,Alpha, Beta,0.9999999999999998,2200,1,12414
12,6,A150,B650,Alpha,Beta,0.9999999999999998,1056,1,12414
13,6,A150,B750,Alpha,Beta,0.9999999999999998,1118,1,12414
14,6,A150,C1250,Alpha,Gamma,0.0,1811,1,12414
8,7,C1150,A450,Gamma,Alpha,2.0,3619,1,12414
9,7,C1150,A50,Gamma,Alpha,0.0,1856,1,12414
10,7,C1150,A250,Gamma,Alpha,0.9999999999999998,2538,1,12414
11,7,C1150,B850,Gamma, Beta,5.0,3505,1,12414
12,7,C1150,B650,Gamma,Beta,3.0,2547,1,12414
13,7,C1150,B750,Gamma,Beta,4.0,1990,1,12414
14,7,C1150,C1250,Gamma,Gamma,6.0,1777,1,12414
9,8,A450,A50,Alpha,Alpha,0.9999999999999998,5226,1,12414
10,8,A450,A250,Alpha,Alpha,4.0,1899,1,12414
11,8,A450,B850,Alpha, Beta,4.0,1362,1,12414
12,8,A450,B650,Alpha,Beta,4.0,907,1,12414
13,8,A450,B750,Alpha,Beta,4.0,524,1,12414
14,8,A450,C1250,Alpha,Gamma,0.9999999999999998,3797,1,12414
10,9,A50,A250,Alpha,Alpha,2.0,3452,1,12414
11,9,A50,B850,Alpha, Beta,0.0,4877,1,12414
12,9,A50,B650,Alpha,Beta,0.9999999999999998,1718,1,12414
13,9,A50,B750,Alpha,Beta,0.9999999999999998,1153,1,12414
14,9,A50,C1250,Alpha,Gamma,0.0,1602,1,12414
11,10,A250,B850,Alpha, Beta,2.0,2314,1,12414
12,10,A250,B650,Alpha,Beta,3.0,1898,1,12414
13,10,A250,B750,Alpha,Beta,2.0,2340,1,12414
14,10,A250,C1250,Alpha,Gamma,0.9999999999999998,1771,1,12414
12,11,B850,B650, Beta,Beta,5.0,2459,1,12414
13,11,B850,B750, Beta,Beta,6.0,2122,1,12414
14,11,B850,C1250, Beta,Gamma,4.0,3627,1,12414
13,12,B650,B750,Beta,Beta,5.0,2355,1,12414
14,12,B650,C1250,Beta,Gamma,3.0,2529,1,12414
14,13,B750,C1250,Beta,Gamma,3.0,635,1,12414
1,0,A150,B550,Beta,Beta,2.0,11877,1,12415
2,0,A150,A250,Alpha,Alpha,3.0,18793,1,12415
3,0,A150,C1250,Alpha,Gamma,0.0,5191,1,12415
4,0,A150,B850,Alpha, Beta,0.9999999999999998,4356,1,12415
5,0,A150,B750,Alpha,Beta,0.9999999999999998,2356,1,12415
6,0,A150,B950,Alpha,Gamma,0.0,3097,1,12415
7,0,A150,A450,Alpha,Alpha,2.0,2613,1,12415
8,0,A150,C1150,Alpha,Gamma,0.0,2907,1,12415
9,0,A150,B650,Alpha,Beta,0.9999999999999998,6001,1,12415
10,0,A150,A50,Alpha,Alpha,4.0,5139,1,12415
11,0,A150,C1050,Alpha,Gamma,0.0,2416,1,12415
12,0,A150,T1000,Alpha,Gamma,0.0,5171,1,12415
13,0,A150,T500,Alpha,Beta,3.0,7215,1,12415
14,0,A150,A350,Alpha,Alpha,3.0,1805,1,12415
2,1,B550,A250,Beta,Alpha,3.0,2669,1,12415
3,1,B550,C1250,Beta,Gamma,2.0,4865,1,12415
4,1,B550,B850,Beta, Beta,3.0,2220,1,12415
5,1,B550,B750,Beta,Beta,4.0,2354,1,12415
6,1,B550,B950,Beta,Gamma,2.0,5235,1,12415
7,1,B550,A450,Beta,Alpha,5.0,4519,1,12415
8,1,B550,C1150,Beta,Gamma,3.0,8458,1,12415
9,1,B550,B650,Beta,Beta,6.0,2714,1,12415
10,1,B550,A50,Beta,Alpha,0.9999999999999998,3371,1,12415
11,1,B550,C1050,Beta,Gamma,2.0,3125,1,12415
12,1,B550,T1000,Beta,Gamma,3.0,1980,1,12415
13,1,B550,T500,Beta,Beta,6.0,2331,1,12415
14,1,B550,A350,Beta,Alpha,5.0,2934,1,12415
3,2,A250,C1250,Alpha,Gamma,0.0,4343,1,12415
4,2,A250,B850,Alpha, Beta,0.9999999999999998,4254,1,12415
5,2,A250,B750,Alpha,Beta,0.9999999999999998,6759,1,12415
6,2,A250,B950,Alpha,Gamma,0.9999999999999998,1539,1,12415
7,2,A250,A450,Alpha,Alpha,5.0,9380,1,12415
8,2,A250,C1150,Alpha,Gamma,0.0,4915,1,12415
9,2,A250,B650,Alpha,Beta,2.0,8578,1,12415
10,2,A250,A50,Alpha,Alpha,3.0,5177,1,12415
11,2,A250,C1050,Alpha,Gamma,2.0,3169,1,12415
12,2,A250,T1000,Alpha,Gamma,2.0,1068,1,12415
13,2,A250,T500,Alpha,Beta,4.0,2636,1,12415
14,2,A250,A350,Alpha,Alpha,6.0,3371,1,12415
4,3,C1250,B850,Gamma, Beta,5.0,4626,1,12415
5,3,C1250,B750,Gamma,Beta,5.0,1831,1,12415
6,3,C1250,B950,Gamma,Gamma,5.0,1468,1,12415
7,3,C1250,A450,Gamma,Alpha,4.0,2195,1,12415
8,3,C1250,C1150,Gamma,Gamma,6.0,2632,1,12415
